treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Zuid', '1,8 kilometer', 'Museumkwartier']","['Hobbemakade Shell Station', '804 meter', 'Museumkwartier']","['Organic Food For You', '434 meter', 'Museumkwartier']","['Schreuder Instituut', '473 meter', 'Museumkwartier']","['Petit Amsterdam Oppasbureau', '141 meter', 'Museumkwartier']","['Joke Smit College Vavo (ROC Van Amsterdam)', '341 meter', 'Museumkwartier']","['Welling Café', '113 meter', 'Museumkwartier']","['Filmclub Cinemagic', '1,0 kilometer', 'Museumkwartier']","['Huisartsenpraktijk De Lairesse Klaren Acherman Woertman', '125 meter', 'Museumkwartier']","['Kitsch Commerce', '22 meter', 'Museumkwartier']","['Urban Wellness Concepts BV', '108 meter', 'Museumkwartier']","['Boekmanstichting Bibliotheek', '1,5 kilometer', 'Museumkwartier']"
"['Amsterdam Lelylaan', '1,7 kilometer', 'Schinkelbuurt']","['BP Commandeur', '94 meter', 'Schinkelbuurt']","['A Loja', '106 meter', 'Schinkelbuurt']","['Geert Groote School 1 Vrije School voor Basisonderwijs', '702 meter', 'Schinkelbuurt']","['KDV Plons', '149 meter', 'Schinkelbuurt']","['Winford Amsterdam', '521 meter', 'Schinkelbuurt']","['Wit en De Wit Restaurant De', '62 meter', 'Schinkelbuurt']","['Lucky Star Videotheek', '336 meter', 'Schinkelbuurt']","['Waarnemend huisarts Versteeg', '104 meter', 'Schinkelbuurt']","['Bart Jansen Tandarts', '144 meter', 'Schinkelbuurt']","['IFit Health Station', '107 meter', 'Schinkelbuurt']","['Praktizijns Sociëteit Bibliotheek', '1,4 kilometer', 'Schinkelbuurt']"
,,,,,,,,,,,
"['Amsterdam Zuid', '1,7 kilometer', 'Willemspark']","['BP Commandeur', '482 meter', 'Willemspark']","['Albert Heijn Supermarkt', '348 meter', 'Willemspark']","['Geert Groote School 1 Vrije School voor Basisonderwijs', '525 meter', 'Willemspark']","['Albers Kids & Care', '258 meter', 'Willemspark']","['Amsterdams Lyceum Het', '290 meter', 'Willemspark']","['Bedier Café', '297 meter', 'Willemspark']","['Lucky Star Videotheek', '360 meter', 'Willemspark']","['Evenaar Mirjam', '229 meter', 'Willemspark']","['Alina Sirbu', '48 meter', 'Willemspark']","['IFit Health Station', '413 meter', 'Willemspark']","['Praktizijns Sociëteit Bibliotheek', '1,3 kilometer', 'Willemspark']"
"['Amsterdam Centraal', '1,9 kilometer', 'Grachtengordel-Zuid']","['Texaco Bem BV Selfservice', '1,1 kilometer', 'Grachtengordel-Zuid']","['Sen Supermarkt', '162 meter', 'Grachtengordel-Zuid']","['Kleine Reus Openbare Basisschool De', '400 meter', 'Grachtengordel-Zuid']","['Baboffel Baby Kinderdagverblijf', '313 meter', 'Grachtengordel-Zuid']","['Barlaeusgymnasium', '248 meter', 'Grachtengordel-Zuid']","['Heuvel Café', '88 meter', 'Grachtengordel-Zuid']","['Filmclub Cinemagic', '1,3 kilometer', 'Grachtengordel-Zuid']","['WHAM', '193 meter', 'Grachtengordel-Zuid']","['Omnivor Tandzorg', '176 meter', 'Grachtengordel-Zuid']","['Fitnesscentrum Healthclub Amsterdam BV', '415 meter', 'Grachtengordel-Zuid']","['Boekmanstichting Bibliotheek', '479 meter', 'Grachtengordel-Zuid']"
"['Amsterdam Sloterdijk', '1,2 kilometer', 'Slotermeer-Noordoost']","['Total Selfservicestation Vlughtlaan', '187 meter', 'Slotermeer-Noordoost']","['Yakhlaf', '325 meter', 'Slotermeer-Noordoost']","['Slootermeer Openbare Basisschool', '339 meter', 'Slotermeer-Noordoost']","['Gastouderbureau Amien', '209 meter', 'Slotermeer-Noordoost']","['Wissel De', '360 meter', 'Slotermeer-Noordoost']","['Orkide Café', '174 meter', 'Slotermeer-Noordoost']","['Tetauni Videotheek', '1,7 kilometer', 'Slotermeer-Noordoost']","['Gezondheidscentrum Slotermeer SAG', '112 meter', 'Slotermeer-Noordoost']","['Marit Klingler', '350 meter', 'Slotermeer-Noordoost']","['MT-Fitness', '635 meter', 'Slotermeer-Noordoost']","['Bibliotheca Philosophica Hermetica', '3,6 kilometer', 'Slotermeer-Noordoost']"
"['Amsterdam Muiderpoort', '960 meter', 'Oostelijke Eilanden en Kadijken']","['Mobil Station Zeist', '2,2 kilometer', 'Oostelijke Eilanden en Kadijken']","['Czaar Peter Supermarkt', '471 meter', 'Oostelijke Eilanden en Kadijken']","['Denken staat vrij', '402 meter', 'Oostelijke Eilanden en Kadijken']","['Dagje Spelen', '398 meter', 'Oostelijke Eilanden en Kadijken']","['Metis Montessori Lyceum', '585 meter', 'Oostelijke Eilanden en Kadijken']","['Nieuwe Vaart Café De', '349 meter', 'Oostelijke Eilanden en Kadijken']","['Telion Entertainment Videotheek', '613 meter', 'Oostelijke Eilanden en Kadijken']","['Huisarts mw B G M Grooff', '456 meter', 'Oostelijke Eilanden en Kadijken']","['Uijlings R', '105 meter', 'Oostelijke Eilanden en Kadijken']","['Schaur Zumba Peter', '863 meter', 'Oostelijke Eilanden en Kadijken']","['IHLIA LGBT heritage', '1,3 kilometer', 'Oostelijke Eilanden en Kadijken']"
"['Amsterdam Sloterdijk', '1,2 kilometer', 'De Kolenkit']","['Tankstation Haris BV', '740 meter', 'De Kolenkit']","['Bos en Lommer Supermarkt', '61 meter', 'De Kolenkit']","['Bos en Lommer Openbare Basisschool', '184 meter', 'De Kolenkit']","['PVO Bos en Lommer', '184 meter', 'De Kolenkit']","['ROC Op Maat West', '624 meter', 'De Kolenkit']","['Grand Café Fossa', '474 meter', 'De Kolenkit']","['Tetauni Videotheek', '1,1 kilometer', 'De Kolenkit']","['Jong Huisartsenpraktijk J Y de', '464 meter', 'De Kolenkit']","['Koppelmans Tandheelkunde', '293 meter', 'De Kolenkit']","['MT-Fitness', '324 meter', 'De Kolenkit']","['Bibliotheca Philosophica Hermetica', '2,8 kilometer', 'De Kolenkit']"
"['Amsterdam Muiderpoort', '836 meter', 'Frankendael']","['Mobil Station Zeist', '733 meter', 'Frankendael']","['Cappadocia', '222 meter', 'Frankendael']","['Kraal Brede School De', '463 meter', 'Frankendael']","['Bibelebontseberg Kinderdagverblijf De', '178 meter', 'Frankendael']","['Montessori College Oost', '435 meter', 'Frankendael']","[""Elsa's Eetcafé"", '249 meter', 'Frankendael']","['Telion Entertainment Videotheek', '933 meter', 'Frankendael']","['MV Medics', '293 meter', 'Frankendael']","['Tandartspraktijk Watergraafsmeer', '209 meter', 'Frankendael']","['Ultimate Fitness Amsterdam', '921 meter', 'Frankendael']","['Theosofische Bibliotheek', '1,6 kilometer', 'Frankendael']"
"['Amsterdam Amstel', '1,1 kilometer', 'De Omval']","['Total Selfservicestation Van Marwijkkooij', '508 meter', 'De Omval']","['Keet VOF De', '55 meter', 'De Omval']","['RT Praktijk Hanneke de Boer Amsterdam', '1,5 kilometer', 'De Omval']","['Kinderdagverblijf De Amstel', '564 meter', 'De Omval']","['Stelle College', '1,3 kilometer', 'De Omval']","['Geoma Engineering', '1,0 kilometer', 'De Omval']","['Movie MAX Moviestores', '2,2 kilometer', 'De Omval']","['Huisartsenpraktijk Amsteldorp', '568 meter', 'De Omval']","['AN Tandarts', '1,1 kilometer', 'De Omval']","['Active Fitness Centre', '1,2 kilometer', 'De Omval']","['Theosofische Bibliotheek', '2,1 kilometer', 'De Omval']"
"['Amsterdam Muiderpoort', '1,1 kilometer', 'Middenmeer']","['Mobil Station Zeist', '1,2 kilometer', 'Middenmeer']","['Cappadocia', '913 meter', 'Middenmeer']","['Watergraafsmeer 5e Montessorischool', '210 meter', 'Middenmeer']","['Bee Bee Kinderdagverblijf', '170 meter', 'Middenmeer']","['Onderwijsstichting Esprit', '277 meter', 'Middenmeer']","[""Elsa's Eetcafé"", '593 meter', 'Middenmeer']","['Movie MAX Moviestores', '1,2 kilometer', 'Middenmeer']","['Swart Huisartsenpraktijk', '77 meter', 'Middenmeer']","['Pawiroredjo Tandartspraktijk D W', '116 meter', 'Middenmeer']","['Ultimate Fitness Amsterdam', '477 meter', 'Middenmeer']","['Internationaal Instituut voor Sociale Geschiedenis', '1,7 kilometer', 'Middenmeer']"
"['Amsterdam RAI', '1,9 kilometer', 'Oude Pijp']","['Total De Pijp', '517 meter', 'Oude Pijp']","['Daily Fresh & Go BV', '377 meter', 'Oude Pijp']","['Oscar Carré Kunstmagneetschool', '103 meter', 'Oude Pijp']","['Poppins BV', '120 meter', 'Oude Pijp']","['Montessori Lyceum Amsterdam', '137 meter', 'Oude Pijp']","['Café het Podium', '107 meter', 'Oude Pijp']","['Filmclub Cinemagic', '208 meter', 'Oude Pijp']","['Leloup A E J M', '166 meter', 'Oude Pijp']","['Carolien Vinkenborg', '177 meter', 'Oude Pijp']","['Your Future Fitness Center', '208 meter', 'Oude Pijp']","['Theosofische Bibliotheek', '960 meter', 'Oude Pijp']"
,,,,,,,,,,,
"['Amsterdam Muiderpoort', '1,5 kilometer', 'Weesperbuurt en Plantage']","['Total De Pijp', '1,7 kilometer', 'Weesperbuurt en Plantage']","['Spar Van Kempen', '350 meter', 'Weesperbuurt en Plantage']","['Squla Leuk Leren', '135 meter', 'Weesperbuurt en Plantage']","['Dikkie Dik Kinderdagverblijf IJsterk', '297 meter', 'Weesperbuurt en Plantage']","['Metis Montessori Lyceum', '619 meter', 'Weesperbuurt en Plantage']","['Roeter Café De', '141 meter', 'Weesperbuurt en Plantage']","['Twin Film', '376 meter', 'Weesperbuurt en Plantage']","['BMS', '112 meter', 'Weesperbuurt en Plantage']","['Achilles van der Laan', '75 meter', 'Weesperbuurt en Plantage']","['Care4Fit intermediair in bedrijfsfitness', '406 meter', 'Weesperbuurt en Plantage']","['Theosofische Bibliotheek', '1,1 kilometer', 'Weesperbuurt en Plantage']"
"['Amsterdam Sloterdijk', '1,5 kilometer', 'Landlust']","['Esso Station FCA', '997 meter', 'Landlust']","['Supermarket Van Bos en Lommerweg', '205 meter', 'Landlust']","['Wiltzangh Basisschool De', '350 meter', 'Landlust']","['Groeibos Het Kinderdagverblijf', '175 meter', 'Landlust']","['Marcanti College', '927 meter', 'Landlust']","[""Binnepretje 't"", '115 meter', 'Landlust']","['Super Videotheek De Sloterplas', '1,0 kilometer', 'Landlust']","['Huisartsencentrum Pniël', '83 meter', 'Landlust']","['Tandartspraktijk Bos & Lommer', '161 meter', 'Landlust']","['Vries Fitnesscentrum Fysio Sport T A de', '430 meter', 'Landlust']","['Bibliotheca Philosophica Hermetica', '2,0 kilometer', 'Landlust']"
"['Amsterdam Muiderpoort', '1,2 kilometer', 'Oostelijk Havengebied']","['Shell Station Kriterion', '1,8 kilometer', 'Oostelijk Havengebied']","['Mansoor Ahmadi', '639 meter', 'Oostelijk Havengebied']","['Technika 10 Amsterdam', '363 meter', 'Oostelijk Havengebied']","['Yvonne Kessels Gastouder', '182 meter', 'Oostelijk Havengebied']","['LUCA Praktijkschool', '727 meter', 'Oostelijk Havengebied']","['Café Cees', '357 meter', 'Oostelijk Havengebied']","['Movie MAX Moviestores', '850 meter', 'Oostelijk Havengebied']","['Huisarts Waarnemer L Schrama', '174 meter', 'Oostelijk Havengebied']","['Batavia Tandartsenpraktijk', '345 meter', 'Oostelijk Havengebied']","['Cherine Solutions', '501 meter', 'Oostelijk Havengebied']","['Internationaal Instituut voor Sociale Geschiedenis', '298 meter', 'Oostelijk Havengebied']"
"['Amsterdam Amstel', '2,0 kilometer', 'Oude Pijp']","['Total De Pijp', '663 meter', 'Oude Pijp']","['Daily Fresh & Go BV', '254 meter', 'Oude Pijp']","['Oscar Carré Kunstmagneetschool', '161 meter', 'Oude Pijp']","[""Guusje's Zonnekinderen"", '197 meter', 'Oude Pijp']","['Montessori Lyceum Amsterdam', '287 meter', 'Oude Pijp']","['Eddy Café Bar', '85 meter', 'Oude Pijp']","['Filmclub Cinemagic', '354 meter', 'Oude Pijp']","['Leloup A E J M', '228 meter', 'Oude Pijp']","['Carolien Vinkenborg', '138 meter', 'Oude Pijp']","['Your Future Fitness Center', '305 meter', 'Oude Pijp']","['Theosofische Bibliotheek', '1,0 kilometer', 'Oude Pijp']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '1,5 kilometer', 'Osdorp-Oost']","['Texaco Benzinestation Osdorp', '209 meter', 'Osdorp-Oost']","['Nieuw Osdorp Market', '639 meter', 'Osdorp-Oost']","['Ichthusschool', '251 meter', 'Osdorp-Oost']","['Kinderdagverblijf & BSO Ons Dorpje', '219 meter', 'Osdorp-Oost']","['Calandlyceum', '469 meter', 'Osdorp-Oost']","['Osdorp Café', '124 meter', 'Osdorp-Oost']","['Sloterplas Cinema Super Videotheek De', '1,0 kilometer', 'Osdorp-Oost']","['Bontenbal G C & Nof R Y', '56 meter', 'Osdorp-Oost']","['Gebitsvoorziening De', '83 meter', 'Osdorp-Oost']","['Calandfit', '405 meter', 'Osdorp-Oost']","['Praktizijns Sociëteit Bibliotheek', '4,1 kilometer', 'Osdorp-Oost']"
"['Amsterdam Centraal', '1,8 kilometer', 'Frederik Hendrikbuurt']","['Esso Station FCA', '473 meter', 'Frederik Hendrikbuurt']","['Prijatelji CV', '122 meter', 'Frederik Hendrikbuurt']","['Rijk Kramer Oecumenische Basisschool Dr', '168 meter', 'Frederik Hendrikbuurt']","['Pomydo Kinderdagverblijf', '456 meter', 'Frederik Hendrikbuurt']","['Cartesius Lyceum', '292 meter', 'Frederik Hendrikbuurt']","['Schaper Café', '117 meter', 'Frederik Hendrikbuurt']","['Platebank BV', '744 meter', 'Frederik Hendrikbuurt']","['Scholtens A F J', '85 meter', 'Frederik Hendrikbuurt']","['Oosterbaan Tandarts C L', '218 meter', 'Frederik Hendrikbuurt']","['Shape', '111 meter', 'Frederik Hendrikbuurt']","['Bibliotheca Philosophica Hermetica', '527 meter', 'Frederik Hendrikbuurt']"
"['Amsterdam Muiderpoort', '960 meter', 'Oostelijke Eilanden en Kadijken']","['Mobil Station Zeist', '2,2 kilometer', 'Oostelijke Eilanden en Kadijken']","['Czaar Peter Supermarkt', '471 meter', 'Oostelijke Eilanden en Kadijken']","['Denken staat vrij', '402 meter', 'Oostelijke Eilanden en Kadijken']","['Dagje Spelen', '398 meter', 'Oostelijke Eilanden en Kadijken']","['Metis Montessori Lyceum', '585 meter', 'Oostelijke Eilanden en Kadijken']","['Nieuwe Vaart Café De', '349 meter', 'Oostelijke Eilanden en Kadijken']","['Telion Entertainment Videotheek', '613 meter', 'Oostelijke Eilanden en Kadijken']","['Huisarts mw B G M Grooff', '456 meter', 'Oostelijke Eilanden en Kadijken']","['Uijlings R', '105 meter', 'Oostelijke Eilanden en Kadijken']","['Schaur Zumba Peter', '863 meter', 'Oostelijke Eilanden en Kadijken']","['IHLIA LGBT heritage', '1,3 kilometer', 'Oostelijke Eilanden en Kadijken']"
"['Amsterdam Lelylaan', '1,6 kilometer', 'Westindische buurt']","['Zwarte Pomp BV', '1,0 kilometer', 'Westindische buurt']","['CCCP Amsterdam', '81 meter', 'Westindische buurt']","['ABC Het', '225 meter', 'Westindische buurt']","['Mejjak Kinderopvang D', '33 meter', 'Westindische buurt']","['ABC Het', '225 meter', 'Westindische buurt']","['Farid', '295 meter', 'Westindische buurt']","['Asian Music Palace', '459 meter', 'Westindische buurt']","['Stapes', '201 meter', 'Westindische buurt']","['Circe Van Es Tandarts', '289 meter', 'Westindische buurt']","['Family Gym The', '343 meter', 'Westindische buurt']","['Bibliotheca Philosophica Hermetica', '2,2 kilometer', 'Westindische buurt']"
"['Amsterdam Zuid', '1,7 kilometer', 'Willemspark']","['BP Commandeur', '650 meter', 'Willemspark']","['Albert Heijn Supermarkt', '472 meter', 'Willemspark']","['2e Dalton Basisschool', '560 meter', 'Willemspark']","['Albers Kids & Care', '401 meter', 'Willemspark']","['Amsterdams Lyceum Het', '258 meter', 'Willemspark']","['Bedier Café', '422 meter', 'Willemspark']","['Lucky Star Videotheek', '459 meter', 'Willemspark']","['Neut Huisartsenpraktijk H W vd', '202 meter', 'Willemspark']","['Tandartspraktijk Koninginneweg', '94 meter', 'Willemspark']","['IFit Health Station', '565 meter', 'Willemspark']","['Praktizijns Sociëteit Bibliotheek', '1,4 kilometer', 'Willemspark']"
"['Amsterdam Centraal', '2,1 kilometer', 'Staatsliedenbuurt']","['Esso Station FCA', '633 meter', 'Staatsliedenbuurt']","['Bijkerk De Zuivelshop J', '499 meter', 'Staatsliedenbuurt']","['Bron Rooms Katholieke Basisschool De', '381 meter', 'Staatsliedenbuurt']","['NSO Dyesro', '377 meter', 'Staatsliedenbuurt']","['Maria Nguyen', '364 meter', 'Staatsliedenbuurt']","['Café Sting The', '143 meter', 'Staatsliedenbuurt']","['Platebank BV', '323 meter', 'Staatsliedenbuurt']","['Gezondheidscentrum Staatsliedenbuurt SAG', '234 meter', 'Staatsliedenbuurt']","['Lengkeek F', '578 meter', 'Staatsliedenbuurt']","['Vries Fitnesscentrum Fysio Sport T A de', '686 meter', 'Staatsliedenbuurt']","['Bibliotheca Philosophica Hermetica', '1,2 kilometer', 'Staatsliedenbuurt']"
"['Amsterdam Zuid', '1,7 kilometer', 'Museumkwartier']","['Hobbemakade Shell Station', '1,2 kilometer', 'Museumkwartier']","['Organic Food For You', '90 meter', 'Museumkwartier']","['2e Dalton Basisschool', '337 meter', 'Museumkwartier']","['Bengeltjes NV', '46 meter', 'Museumkwartier']","['Joke Smit College Vavo (ROC Van Amsterdam)', '490 meter', 'Museumkwartier']","['King Arthur', '125 meter', 'Museumkwartier']","['Lucky Star Videotheek', '990 meter', 'Museumkwartier']","['Korthals Altes-Levy H R', '256 meter', 'Museumkwartier']","['EviDental', '156 meter', 'Museumkwartier']","['Personal Healthclub', '365 meter', 'Museumkwartier']","['Praktizijns Sociëteit Bibliotheek', '1,5 kilometer', 'Museumkwartier']"
"['Amsterdam Zuid', '1,5 kilometer', 'Willemspark']","['BP Commandeur', '591 meter', 'Willemspark']","['Öz Tekbir', '327 meter', 'Willemspark']","['Geert Groote School 1 Vrije School voor Basisonderwijs', '335 meter', 'Willemspark']","['Regenboog Nanny', '152 meter', 'Willemspark']","['Amsterdams Lyceum Het', '103 meter', 'Willemspark']","['Blauwe Reiger Café De', '430 meter', 'Willemspark']","['Lucky Star Videotheek', '588 meter', 'Willemspark']","['Berckel Smit J A C M van', '425 meter', 'Willemspark']","['Tandarts Eva', '96 meter', 'Willemspark']","['IFit Health Station', '591 meter', 'Willemspark']","['Praktizijns Sociëteit Bibliotheek', '1,1 kilometer', 'Willemspark']"
"['Amsterdam Centraal', '1,9 kilometer', 'Grachtengordel-Zuid']","['Texaco Bem BV Selfservice', '1,3 kilometer', 'Grachtengordel-Zuid']","['Organic Food for You VOF', '26 meter', 'Grachtengordel-Zuid']","['Kleine Reus Openbare Basisschool De', '171 meter', 'Grachtengordel-Zuid']","['Baboffel Baby Kinderdagverblijf', '108 meter', 'Grachtengordel-Zuid']","['Luzac College Amsterdam', '59 meter', 'Grachtengordel-Zuid']","['Fles Café Bistro De', '2 meter', 'Grachtengordel-Zuid']","[""Ram's Filmclub"", '1,1 kilometer', 'Grachtengordel-Zuid']","['Wetering Huisartsenpraktijk De', '256 meter', 'Grachtengordel-Zuid']","['Omnivor Tandzorg', '224 meter', 'Grachtengordel-Zuid']","['Fit For Free Amsterdam Lijnbaansgracht', '284 meter', 'Grachtengordel-Zuid']","['Zeemanshoop Koninklijk College', '540 meter', 'Grachtengordel-Zuid']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Centraal', '2,1 kilometer', 'Frederik Hendrikbuurt']","['Esso Station FCA', '338 meter', 'Frederik Hendrikbuurt']","['Mihan', '281 meter', 'Frederik Hendrikbuurt']","['Waterkant OBS Dalton De', '257 meter', 'Frederik Hendrikbuurt']","['Kinderopvang De Liefde', '192 meter', 'Frederik Hendrikbuurt']","['Marcanti College', '373 meter', 'Frederik Hendrikbuurt']","['Mono Café', '143 meter', 'Frederik Hendrikbuurt']","['Super Videotheek De Sloterplas', '740 meter', 'Frederik Hendrikbuurt']","['Lobo', '316 meter', 'Frederik Hendrikbuurt']","['AAAW Algemene Avond- & Weekend Spoedopvang', '194 meter', 'Frederik Hendrikbuurt']","['Pilatesworks', '320 meter', 'Frederik Hendrikbuurt']","['Bibliotheca Philosophica Hermetica', '833 meter', 'Frederik Hendrikbuurt']"
"['Amsterdam Centraal', '1,3 kilometer', 'Jordaan']","['Esso Station FCA', '1,1 kilometer', 'Jordaan']","['Bario Markt', '210 meter', 'Jordaan']","['Thijssen Dependance Openbare Basisschool Theo', '220 meter', 'Jordaan']","['Jor en Daan Kinderdagverblijf IJsterk', '162 meter', 'Jordaan']","['Cartesius Lyceum', '584 meter', 'Jordaan']","['Kat in de Wijngaert Café-Bar De', '240 meter', 'Jordaan']","['Videoplaza/Video International', '448 meter', 'Jordaan']","['Stiekema E', '155 meter', 'Jordaan']","['Groen Tandheelkunde', '143 meter', 'Jordaan']","['Fitness Centrum Leidsegracht BV', '727 meter', 'Jordaan']","['Bibliotheca Philosophica Hermetica', '818 meter', 'Jordaan']"
"['Amsterdam Amstel', '1,6 kilometer', 'Oude Pijp']","['Total De Pijp', '887 meter', 'Oude Pijp']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '435 meter', 'Oude Pijp']","['Basisschool De Springstok', '87 meter', 'Oude Pijp']","['Hoepel BSO De', '87 meter', 'Oude Pijp']","['IVKO School', '407 meter', 'Oude Pijp']","['Wou Café Van', '91 meter', 'Oude Pijp']","[""Ram's Filmclub"", '147 meter', 'Oude Pijp']","['Fesoca', '221 meter', 'Oude Pijp']","['D.F.M. Hentenaar, Tandarts', '64 meter', 'Oude Pijp']","['SODA Bodyfit', '565 meter', 'Oude Pijp']","['Theosofische Bibliotheek', '507 meter', 'Oude Pijp']"
