,Street,Zipcode,current_price,price_per_m2,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,caf̩,(huis)arts,tandarts,fitnesscentrum,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit,neighbourhood
70,De Wittenkade 130 W,1051.0,669000.0, 7.433,Woonboot,2015,90.0,200.0,1.0,5,2,,,,,,,,,,,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,
71,Vervoorenstraat 25,1063.0,720000.0, 8.889,Hoekwoning,1954,81.0,,110.0,-,-,865.0,262.0,401.0,255.0,92.0,775.0,378.0,265.0,534.0,628.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306,Slotermeer-Noordoost
72,Singel 70 G,1015.0,349000.0, 6.232,Woonboot,1894,56.0,118.0,1.0,3,2,,,,,,,,,,,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01,
73,Oosterlengte 28,1034.0,395000.0, 3.319,Tussenwoning,1979,119.0,428.0,131.0,5,3,3800.0,1200.0,689.0,292.0,298.0,908.0,1100.0,288.0,288.0,1300.0,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007,Banne Buiksloot
74,Rubensstraat 26-1,1077.0,965000.0, 6.993,Bovenwoning,1927,138.0,462.0,,8,3,,,,,,,,,,,8.165,0.8791714614499425,9.239,0.18,0.11,0.29,0.27,0.16,0.65,0.27,0.08,4.105,0.47,0.25,0.28,"2,0",0.71,0.55,0.23,0.22,38.8,0.0005,
75,Valeriusstraat 65,1071.0,2500000.0, 8.651,Herenhuis,1906,289.0,1.235,130.0,6,5,1700.0,1100.0,113.0,329.0,46.0,492.0,148.0,243.0,136.0,369.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104,Museumkwartier
76,C Kruyswijkstraat 56,1022.0,450000.0, 3.061,Eengezinswoning,2010,147.0,505.0,151.0,5,4,,,,,,,,,,,8.3,1.0231707317073173,7.095,0.18,0.13,0.35,0.25,0.09,0.4,0.11,0.49,4.375,0.54,0.17,0.29,"1,9",0.61,0.08,0.44,0.48,15.3,0.1507,
77,Emmy Andriessestraat 422,1087.0,0.0,-,Herenhuis,2010,156.0,582.0,93.0,5,4,,,,,,,,,,,3.66,0.921259842519685,4.518,0.3,0.1,0.46,0.11,0.03,0.46,0.11,0.43,1.565,0.39,0.16,0.45,"2,3",0.78,,,,,0.0701,
78,Vrolikstraat 403 D,1092.0,495000.0, 5.380,Bovenwoning,1993,92.0,,92.0,4,3,800.0,1100.0,462.0,65.0,179.0,561.0,142.0,257.0,122.0,405.0,10.255,1.019704433497537,14.281,0.13,0.13,0.4,0.27,0.07,0.47,0.15,0.38,6.12,0.62,0.18,0.2,"1,7",0.68,0.14,0.42,0.44,17.2,0.1109,Oosterparkbuurt
79,Winthontstraat 10,1013.0,550000.0, 7.051,Appartement,2008,78.0,,,-,-,,,,,,,,,,,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,
80,Funenpark 77,1018.0,600000.0, 4.800,Appartement,2004,125.0,342.0,,4,3,861.0,2400.0,390.0,266.0,125.0,1100.0,144.0,368.0,194.0,273.0,12.615,1.0224538893344026,12.311,0.13,0.13,0.34,0.32,0.08,0.57,0.18,0.25,7.55,0.6,0.18,0.21,"1,7",0.68,0.21,0.41,0.38,19.3,0.0901,Oostelijke Eilanden en Kadijken
81,Statenjachtstraat 582,1034.0,425000.0, 3.632,Eengezinswoning,2016,117.0,445.0,103.0,6,5,3300.0,1300.0,117.0,305.0,104.0,979.0,862.0,419.0,268.0,1900.0,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007,Banne Buiksloot
82,Burgemeester Vening Meineszlaan 65,1063.0,550000.0, 3.873,Tussenwoning,1953,142.0,465.0,125.0,5,4,854.0,183.0,439.0,146.0,146.0,710.0,293.0,223.0,455.0,583.0,9.185,1.0629213483146067,9.627,0.2,0.15,0.34,0.21,0.11,0.27,0.1,0.63,4.54,0.51,0.17,0.32,"2,0",0.6,0.1,0.45,0.45,16.2,0.1306,Slotermeer-Noordoost
83,Westwouderstraat 3,1023.0,250000.0, 4.630,Eengezinswoning,1927,54.0,240.0,53.0,3,2,,,,,,,,,,,3.425,0.8614130434782609,7.986,0.12,0.09,0.22,0.32,0.24,0.8,0.1,0.1,1.84,0.45,0.29,0.26,"1,9",0.67,0.1,0.46,0.44,15.8,0.0507,
84,Brede Kerkepad 3,1023.0,1250000.0, 5.656,Herenhuis,2004,221.0,890.0,290.0,5,4,3100.0,3200.0,855.0,624.0,338.0,955.0,136.0,233.0,80.0,1100.0,3.425,0.8614130434782609,7.986,0.12,0.09,0.22,0.32,0.24,0.8,0.1,0.1,1.84,0.45,0.29,0.26,"1,9",0.67,0.1,0.46,0.44,15.8,0.0507,Tuindorp Nieuwendam
85,Anna van Burenstraat 17 I,1055.0,275000.0, 4.741,Appartement,1937,58.0,,58.0,3,2,1800.0,694.0,332.0,79.0,79.0,649.0,256.0,260.0,385.0,198.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209,Landlust
86,Wilhelminastraat 89 3,1054.0,750000.0, 7.282,Bovenwoning,1905,103.0,,,4,3,2000.0,1300.0,594.0,378.0,112.0,392.0,86.0,224.0,72.0,364.0,7.235,0.9462365591397849,23.819,0.11,0.11,0.5,0.22,0.06,0.65,0.22,0.13,4.675,0.64,0.21,0.16,"1,5",0.76,0.26,0.39,0.35,20.3,0.05,Overtoomse Sluis
87,Kromme-mijdrechtstraat 91 2,1079.0,335000.0, 6.091,Appartement,1926,55.0,155.0,,2,1,442.0,1000.0,1000.0,343.0,138.0,341.0,212.0,42.0,240.0,19.0,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706,Rijnbuurt
88,Wittgensteinlaan 253,1062.0,365000.0, 4.195,Appartement,1991,87.0,260.0,,3,2,425.0,1000.0,471.0,671.0,306.0,918.0,288.0,590.0,205.0,306.0,5.14,1.0979591836734692,3.654,0.12,0.19,0.38,0.2,0.11,0.42,0.18,0.4,2.995,0.58,0.24,0.18,"1,7",0.63,0.24,0.42,0.34,19.9,0.0604,Westlandgracht
89,Saenredamstraat 65 Boven,1072.0,899000.0, 6.863,Bovenwoning,1877,131.0,402.0,,6,4,,,,,,,,,,,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601,
90,Zwanebloemlaan 2,1087.0,525000.0, 4.412,Eengezinswoning,2003,119.0,397.0,105.0,4,3,2000.0,1900.0,1200.0,327.0,72.0,3200.0,1100.0,137.0,134.0,268.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
91,Van Hallstraat 675,1051.0,425000.0, 5.449,Woon-/winkelpand,2005,78.0,250.0,,2,-,1900.0,494.0,545.0,361.0,145.0,274.0,259.0,85.0,260.0,595.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,Staatsliedenbuurt
92,Winterstraat 14,1078.0,250000.0, 3.289,Eengezinswoning,1964,76.0,315.0,146.0,4,3,1000.0,409.0,312.0,14.0,137.0,548.0,168.0,276.0,175.0,455.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03,Scheldebuurt
93,Buziaustraat 24,1068.0,439500.0, 3.052,Woning,1965,144.0,500.0,112.0,5,4,1600.0,236.0,673.0,137.0,226.0,398.0,104.0,131.0,131.0,362.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,Osdorp-Oost
94,Pieter Jacobszstraat 21,1012.0,1180000.0, 7.024,Herenhuis,1899,168.0,,64.0,6,5,831.0,1200.0,60.0,555.0,386.0,504.0,32.0,169.0,372.0,400.0,3.915,1.3513513513513513,11.176,0.06,0.16,0.46,0.26,0.06,0.58,0.27,0.15,2.805,0.72,0.19,0.09,"1,4",0.72,0.22,0.37,0.41,18.9,0.030899999999999997,Burgwallen-Oude Zijde
95,J.g. Suurhoffstraat 131,1067.0,350000.0, 3.431,Eengezinswoning,1990,102.0,365.0,119.0,4,3,3500.0,2600.0,769.0,730.0,49.0,2900.0,1100.0,813.0,1200.0,1100.0,2.32,0.9333333333333335,,0.15,0.15,0.22,0.36,0.12,0.53,0.12,0.35,985.0,0.28,0.31,0.41,"2,4",0.73,0.23,0.43,0.34,18.9,0.030899999999999997,Eendracht
96,Carolina Macgillavrylaan 496 P P,1098.0,450000.0, 5.294,Appartement,2008,85.0,,,3,2,1100.0,1700.0,714.0,433.0,276.0,626.0,799.0,565.0,276.0,316.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
97,Julius Pergerstraat 212,1087.0,329000.0, 4.113,Bovenwoning,2007,80.0,,80.0,3,2,,,,,,,,,,,3.66,0.921259842519685,4.518,0.3,0.1,0.46,0.11,0.03,0.46,0.11,0.43,1.565,0.39,0.16,0.45,"2,3",0.78,,,,,0.0701,
98,Gijsbrecht van Aemstelstraat 3 2,1091.0,375000.0, 6.466,Bovenwoning,1930,58.0,185.0,,3,2,871.0,1200.0,529.0,243.0,219.0,355.0,345.0,336.0,68.0,278.0,4.635,1.0554323725055432,12.52,0.12,0.13,0.45,0.24,0.06,0.62,0.18,0.2,2.855,0.62,0.21,0.17,"1,6",0.75,0.27,0.38,0.35,20.9,0.0509,Weesperzijde
99,Midwoudpad 67,1024.0,400000.0, 3.333,Eengezinswoning,2016,120.0,450.0,123.0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Ardennenlaan 188,1066.0,750000.0, 5.319,Penthouse,1994,141.0,432.0,,4,3,2000.0,1000.0,1200.0,161.0,87.0,884.0,879.0,134.0,145.0,212.0,13.185,0.9576837416481069,3.15,0.18,0.13,0.26,0.33,0.1,0.62,0.14,0.24,5.67,0.32,0.25,0.42,"2,3",0.75,0.3,0.42,0.28,22.0,0.020499999999999997,Sloten- en Riekerpolder
101,Edward Masseystraat 37,1086.0,675000.0, 4.500,Woning,2008,150.0,546.0,183.0,5,4,,,,,,,,,,,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,
102,Zwanebloemlaan 20,1087.0,450000.0, 4.639,Eengezinswoning,2003,97.0,319.0,108.0,4,3,2000.0,2000.0,1200.0,327.0,47.0,3200.0,1100.0,146.0,145.0,291.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
103,Rheastraat 2,1076.0,1200000.0, 9.375,Benedenwoning,2008,128.0,,128.0,3,2,1500.0,346.0,339.0,705.0,167.0,577.0,368.0,141.0,157.0,339.0,12.07,1.0033195020746888,12.468,0.12,0.1,0.39,0.27,0.12,0.57,0.17,0.26,7.6,0.63,0.18,0.2,"1,6",0.63,0.22,0.4,0.38,19.7,0.08070000000000001,Stadionbuurt
104,Van Ostadestraat 296 3,1073.0,510000.0, 5.862,Bovenwoning,1929,87.0,236.0,,3,1,1400.0,571.0,235.0,106.0,147.0,402.0,216.0,40.0,231.0,353.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707,Nieuwe Pijp
105,Zwanebloemlaan 232,1087.0,685000.0, 3.960,Tussenwoning,2003,173.0,568.0,,5,3,,,,,,,,,,,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,
106,Nieuwe Keizersgracht 20 Iii,1018.0,625000.0, 6.378,Bovenwoning,1725,98.0,289.0,,3,2,1600.0,1800.0,122.0,352.0,298.0,876.0,153.0,354.0,187.0,341.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004,Weesperbuurt en Plantage
107,Stoombootweg 48,1035.0,625000.0, 5.531,Woning,1918,113.0,428.0,304.0,4,3,4400.0,747.0,879.0,142.0,19.0,1600.0,950.0,595.0,966.0,671.0,2.9,0.9141914191419143,2.166,0.17,0.11,0.23,0.34,0.15,0.77,0.1,0.13,1.26,0.27,0.33,0.4,"2,3",0.75,0.21,0.37,0.42,18.3,0.0207,Kadoelen
108,Maria Austriastraat 690,1087.0,469000.0, 3.500,Penthouse,2006,134.0,,,4,3,2400.0,2600.0,489.0,131.0,150.0,3800.0,1800.0,22.0,271.0,322.0,11.67,0.985531914893617,10.148,0.34,0.07,0.42,0.14,0.02,0.54,0.11,0.35,4.445,0.3,0.18,0.53,"2,6",0.81,0.37,0.4,0.23,23.4,0.05,IJburg West
109,Pomonastraat 66,1033.0,300000.0, 4.225,Eengezinswoning,1950,71.0,299.0,103.0,4,2,3700.0,1100.0,593.0,426.0,512.0,1600.0,673.0,385.0,385.0,1300.0,10.38,0.9365671641791044,6.287,0.15,0.1,0.27,0.28,0.19,0.7,0.08,0.22,5.185,0.44,0.25,0.31,"2,0",0.69,0.08,0.45,0.47,15.3,0.060700000000000004,Tuindorp Oostzaan
110,Jacques Veltmanstraat 81,1065.0,580000.0, 3.816,Bovenwoning,2003,152.0,467.0,,4,2,243.0,893.0,188.0,427.0,238.0,889.0,279.0,788.0,376.0,568.0,16.495,0.9236151603498542,7.029,0.19,0.13,0.28,0.22,0.18,0.39,0.12,0.49,7.815,0.46,0.23,0.31,"2,1",0.65,0.16,0.45,0.39,17.7,0.09,Slotervaart
111,Stade de Colombes 51,1098.0,1325000.0, 6.340,Woning,2000,209.0,900.0,436.0,4,3,1000.0,1800.0,560.0,598.0,322.0,1500.0,650.0,711.0,242.0,681.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
112,Waldenlaan 33 +pp,1093.0,425000.0, 5.120,Woon-/winkelpand,2014,83.0,267.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Adriaan Loosjesstraat 23,1035.0,400000.0, 3.175,Eengezinswoning,1958,126.0,420.0,123.0,5,4,4600.0,1200.0,466.0,283.0,377.0,1100.0,1300.0,239.0,901.0,811.0,8.715,0.9453125,3.556,0.19,0.13,0.27,0.27,0.14,0.64,0.1,0.26,3.905,0.36,0.24,0.4,"2,2",0.73,0.2,0.44,0.36,17.9,0.050499999999999996,Oostzanerwerf
114,Osdorperweg 112,1066.0,645000.0, 5.287,Eengezinswoning,1937,122.0,400.0,174.0,5,4,2900.0,1000.0,729.0,503.0,199.0,1200.0,540.0,522.0,227.0,1100.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
115,Osdorper Ban 533,1069.0,375000.0, 2.799,Eengezinswoning,2006,134.0,435.0,,5,4,,,,,,,,,,,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707,
116,Dijkbraak 20,1035.0,449020.0, 3.592,Tussenwoning,1993,125.0,415.0,136.0,5,3,5000.0,1400.0,517.0,351.0,219.0,914.0,1700.0,559.0,1000.0,929.0,8.715,0.9453125,3.556,0.19,0.13,0.27,0.27,0.14,0.64,0.1,0.26,3.905,0.36,0.24,0.4,"2,2",0.73,0.2,0.44,0.36,17.9,0.050499999999999996,Oostzanerwerf
117,De Wittenkade 47 2v,1052.0,220000.0, 7.333,Appartement,1900,30.0,,33.0,1,1,1600.0,1200.0,198.0,164.0,106.0,588.0,95.0,142.0,193.0,694.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909,Staatsliedenbuurt
118,Prinsengracht 235 K,1015.0,489000.0, 6.986,Woonboot,1928,70.0,161.0,1.0,3,2,993.0,984.0,338.0,367.0,136.0,538.0,55.0,229.0,61.0,331.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01,Grachtengordel-West
119,Nieuwe Teertuinen 16 U,1013.0,415000.0, 7.685,Appartement,2004,54.0,177.0,,3,2,1300.0,1600.0,147.0,320.0,7.0,320.0,219.0,336.0,417.0,769.0,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,Haarlemmerbuurt
120,Van Boshuizenstraat 145,1083.0,229000.0, 5.205,Bovenwoning,1963,44.0,147.0,,2,1,1400.0,444.0,512.0,465.0,830.0,206.0,979.0,481.0,349.0,1100.0,7.105,0.7987341772151898,3.866,0.09,0.09,0.24,0.24,0.34,0.62,0.22,0.16,4.025,0.59,0.25,0.16,"1,6",0.66,0.3,0.38,0.32,23.6,0.0305,Buitenveldert-Oost
121,Carolina Macgillavrylaan 29 + Pp,1098.0,569000.0, 4.948,Appartement,2013,115.0,352.0,,4,3,912.0,1600.0,596.0,359.0,334.0,532.0,695.0,489.0,376.0,147.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
122,Cornelis van Vollenhovenstraat 54,1063.0,225000.0, 3.169,Bovenwoning,1958,71.0,240.0,,3,2,1600.0,498.0,38.0,198.0,126.0,868.0,128.0,60.0,649.0,1000.0,16.07,1.0024922118380062,7.089,0.19,0.14,0.3,0.23,0.13,0.31,0.1,0.59,7.855,0.52,0.18,0.3,"2,0",0.59,0.11,0.44,0.45,16.3,0.1303,Slotermeer-Zuidwest
123,H Diesveldsingel 15,1060.0,399000.0, 3.353,Tussenwoning,1998,119.0,397.0,110.0,4,3,3100.0,1200.0,361.0,126.0,352.0,1200.0,749.0,267.0,88.0,1200.0,14.995,0.9782321899736147,7.345,0.21,0.14,0.28,0.29,0.09,0.52,0.12,0.36,6.03,0.3,0.24,0.47,"2,5",0.74,0.26,0.43,0.31,20.8,0.030899999999999997,Middelveldsche Akerpolder en Sloten
124,Linnaeushof 43-1 C,1098.0,1095000.0,,-,1928,148.0,499.0,,3,2,1000.0,834.0,657.0,12.0,224.0,240.0,270.0,75.0,100.0,661.0,13.51,0.9122434536447275,4.798,0.18,0.14,0.33,0.25,0.1,0.72,0.16,0.12,6.91,0.48,0.22,0.3,"2,0",0.78,0.34,0.39,0.27,23.2,0.0203,Middenmeer
125,Gunterstein 51,1081.0,575000.0, 4.873,Eengezinswoning,1962,118.0,,185.0,5,4,1800.0,2000.0,1100.0,276.0,106.0,470.0,326.0,262.0,250.0,400.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208,Buitenveldert-West
126,Aurikelstraat 82,1032.0,250000.0, 4.167,Benedenwoning,1926,60.0,195.0,,3,2,,,,,,,,,,,9.38,0.9872881355932204,7.877,0.17,0.13,0.32,0.26,0.12,0.51,0.09,0.4,4.935,0.51,0.19,0.3,"1,9",0.62,0.07,0.43,0.5,14.9,0.1304,
127,Bestevaerstraat 229 Huis,1055.0,450000.0, 5.769,Benedenwoning,1933,78.0,209.0,,3,2,1600.0,858.0,298.0,265.0,171.0,788.0,72.0,61.0,202.0,291.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209,Landlust
128,Meerhuizenstraat 11 N,1078.0,475000.0, 5.278,Bovenwoning,2002,90.0,283.0,,3,2,641.0,946.0,638.0,374.0,227.0,356.0,283.0,108.0,365.0,198.0,5.035,0.9254302103250477,19.6,0.12,0.11,0.41,0.25,0.11,0.59,0.19,0.22,3.145,0.61,0.2,0.19,"1,6",0.72,0.21,0.39,0.4,20.0,0.0707,IJselbuurt
129,Schollenbrugpad 72,1091.0,595000.0, 6.330,Benedenwoning,2006,94.0,347.0,,3,1,,,,,,,,,,,4.635,1.0554323725055432,12.52,0.12,0.13,0.45,0.24,0.06,0.62,0.18,0.2,2.855,0.62,0.21,0.17,"1,6",0.75,0.27,0.38,0.35,20.9,0.0509,
130,Churchilllaan 258,1078.0,650000.0, 5.909,Woning,1928,110.0,,,3,2,1200.0,372.0,584.0,288.0,64.0,454.0,340.0,74.0,142.0,374.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03,Scheldebuurt
131,Saskia van Uijlenburgkade 117,1058.0,600000.0, 6.122,Appartement,2010,98.0,,,3,2,,,,,,,,,,,7.115,0.9203778677462888,21.356,0.13,0.11,0.44,0.25,0.07,0.66,0.22,0.12,4.46,0.64,0.19,0.18,"1,6",0.76,0.31,0.37,0.32,22.3,0.0405,
132,Korte Ouderkerkerdijk 58,1096.0,800000.0, 8.791,Watertoren,2001,91.0,,105.0,4,3,896.0,1100.0,919.0,754.0,296.0,967.0,442.0,628.0,335.0,581.0,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005,De Omval
133,Bestevaerstraat 50 H,1056.0,575000.0, 7.372,Benedenwoning,1923,78.0,300.0,,3,2,,,,,,,,,,,11.945,0.9646381578947368,22.538,0.14,0.14,0.45,0.2,0.07,0.54,0.16,0.3,6.875,0.56,0.22,0.22,"1,7",0.71,0.16,0.43,0.41,17.5,0.09,
134,Da Costastraat 121 Huis,1053.0,625000.0, 6.720,Benedenwoning,1887,93.0,,,4,3,2100.0,300.0,80.0,510.0,97.0,482.0,71.0,70.0,135.0,428.0,6.775,0.9882525697503672,27.167,0.11,0.12,0.41,0.27,0.1,0.52,0.17,0.31,4.455,0.68,0.16,0.16,"1,5",0.69,0.14,0.43,0.43,17.1,0.1101,Van Lennepbuurt
135,Rengerskerkestraat 46,1069.0,350000.0, 3.465,Bovenwoning,2008,101.0,,,3,2,,,,,,,,,,,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999,
136,Westerdoksdijk 297 Pp,1013.0,495000.0, 6.600,Appartement,2008,75.0,,,3,2,,,,,,,,,,,8.63,1.0258215962441315,15.913,0.12,0.1,0.38,0.32,0.09,0.63,0.22,0.15,5.415,0.62,0.2,0.18,"1,6",0.72,0.29,0.36,0.35,21.5,0.0603,
137,Bonnefantenstraat 58,1064.0,375000.0, 3.409,Benedenwoning,1998,110.0,395.0,,4,3,860.0,291.0,358.0,299.0,371.0,567.0,381.0,464.0,426.0,494.0,16.495,0.9236151603498542,7.029,0.19,0.13,0.28,0.22,0.18,0.39,0.12,0.49,7.815,0.46,0.23,0.31,"2,1",0.65,0.16,0.45,0.39,17.7,0.09,Slotervaart
138,Derde Oosterparkstraat 64 H +pp,1091.0,649000.0,,-,2014,104.0,270.0,,4,3,1100.0,1200.0,795.0,271.0,93.0,220.0,186.0,174.0,259.0,81.0,10.255,1.019704433497537,14.281,0.13,0.13,0.4,0.27,0.07,0.47,0.15,0.38,6.12,0.62,0.18,0.2,"1,7",0.68,0.14,0.42,0.44,17.2,0.1109,Oosterparkbuurt
139,Jan van Zutphenstraat 615,1069.0,399000.0, 3.694,Appartement,2007,108.0,492.0,,4,3,2500.0,953.0,317.0,280.0,226.0,610.0,582.0,686.0,110.0,730.0,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999,Osdorp-Midden
140,Pandorinastraat 10,1035.0,300000.0, 4.054,Tussenwoning,1956,74.0,252.0,121.0,3,2,4500.0,769.0,859.0,7.0,125.0,1500.0,1100.0,593.0,1100.0,551.0,2.9,0.9141914191419143,2.166,0.17,0.11,0.23,0.34,0.15,0.77,0.1,0.13,1.26,0.27,0.33,0.4,"2,3",0.75,0.21,0.37,0.42,18.3,0.0207,Kadoelen
141,Oostelijke Handelskade 833,1019.0,600000.0, 6.186,Appartement,2012,97.0,296.0,,3,2,1500.0,2800.0,409.0,72.0,72.0,450.0,597.0,62.0,340.0,131.0,17.75,1.0367183017785429,11.717,0.2,0.08,0.39,0.29,0.04,0.62,0.16,0.22,8.775,0.43,0.25,0.33,"2,0",0.8,0.4,0.37,0.23,24.8,0.0408,Oostelijk Havengebied
142,Haarlemmermeerstraat 38 Ii,1058.0,435000.0, 6.304,Appartement,1933,69.0,,,3,2,1100.0,887.0,118.0,336.0,241.0,822.0,315.0,198.0,128.0,507.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401,Hoofddorppleinbuurt
