treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Centraal', '3,0 kilometer']","['Total Selfservicestation Kadoelen', '2,4 kilometer']","['C 1000 Voordeelmarkt', '406 meter']","['Buikslotermeerschool', '416 meter']","['Nanny Childcare', '132 meter']","['Clusius College', '301 meter']","['Rosa Café La', '383 meter']","['Eurocorner', '3,2 kilometer']","['Buijs L', '17 meter']","['Tandartspraktijk Amsterdam Noord', '161 meter']","['Cardio Candy', '1,8 kilometer']","['Toonkunst-Bibliotheek', '2,9 kilometer']"
"['Amsterdam Centraal', '868 meter']","['Texaco Bem BV Selfservice', '1,4 kilometer']","['Abou Elkhair VOF', '432 meter']","['Thijssen Dependance Openbare Basisschool Theo', '254 meter']","['Gastouder EL Jardin', '170 meter']","['Amsterdamsche School De', '617 meter']","['Papeneiland Café', '16 meter']","['Videoplaza/Video International', '895 meter']","['Zwiers Huisartenpraktijk R A J', '199 meter']","['Qyom Tandartsengroep Amsterdam', '213 meter']","['Balance4Life', '618 meter']","['Bibliotheca Philosophica Hermetica', '789 meter']"
"['Amsterdam Zuid', '1,2 kilometer']","['Total Selfservicestation Stadionplein', '1,1 kilometer']","['Food Village WTC', '1,4 kilometer']","['Openluchtschool 2e', '1,0 kilometer']","['Bambini Buitenveldert', '822 meter']","['Geert Groote College Amsterdam', '1,0 kilometer']","['Café de Ouwe Garde', '739 meter']","['Filmclub Buitenveldert', '759 meter']","['Universitaire Huisartsenpraktijk VUmc', '244 meter']","['Helstone Tandartspraktijk I J H', '435 meter']","['Ten Fit Fitnesscentrum', '719 meter']","['Praktizijns Sociëteit Bibliotheek', '1,1 kilometer']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Lelylaan', '2,5 kilometer']","['Texaco Benzinestation Osdorp', '1,2 kilometer']","['Ikram Supermarkt', '155 meter']","['Kraemerschool Prof dr H', '96 meter']","['Mammy Daycare', '119 meter']","['Calandlyceum', '1,2 kilometer']","[""Pitje Bruin Café 't"", '138 meter']","['Filmclub Videotheek Osdorp', '1,7 kilometer']","['Keimpema J C van en Mok mw E', '130 meter']","['Yilmaz Nurcan', '110 meter']","['Meer & Vaart Fitness', '532 meter']","['Praktizijns Sociëteit Bibliotheek', '5,4 kilometer']"
"['Amsterdam Centraal', '890 meter']","['Texaco Bem BV Selfservice', '1,2 kilometer']","['De Buurman Food', '446 meter']","['Burght Openbare Basisschool', '257 meter']","['Shift-F16', '78 meter']","['Amsterdamsche School De', '505 meter']","['Vergulde Gaper De', '55 meter']","['Videoplaza/Video International', '970 meter']","['Grunsven A van en Hofman X Huisartsen', '42 meter']","['Rhemrev Paro BV', '168 meter']","['Balance4Life', '408 meter']","['Bibliotheca Philosophica Hermetica', '559 meter']"
"['Amsterdam Zuid', '1,7 kilometer']","['Hobbemakade Shell Station', '940 meter']","['Organic Food For You', '208 meter']","['2e Dalton Basisschool', '395 meter']","['Bengeltjes NV', '238 meter']","['Joke Smit College Vavo (ROC Van Amsterdam)', '304 meter']","['King Arthur', '119 meter']","['Filmclub Cinemagic', '1,2 kilometer']","['Grannetia P M Huisarts', '128 meter']","['Schaper L E', '63 meter']","['Urban Wellness Concepts BV', '183 meter']","['Praktizijns Sociëteit Bibliotheek', '1,5 kilometer']"
"['Amsterdam Lelylaan', '702 meter']","['Shell Station Postjesweg', '338 meter']","['Ummah Daoudi Supermarkt', '261 meter']","['Ontplooiing Steve Jobs School De', '80 meter']","['Mum away from mum', '16 meter']","['Hervormd Lyceum West', '994 meter']","['August Allebé Café-Bar', '152 meter']","['Tetauni Videotheek', '947 meter']","['Linde J vd', '214 meter']","['Jeugdtandverzorging Reg Instelling voor', '151 meter']","['Fitness Centre Palestra', '183 meter']","['Praktizijns Sociëteit Bibliotheek', '3,1 kilometer']"
,,,,,,,,,,,
"['Amsterdam RAI', '1,7 kilometer']","['Total De Pijp', '389 meter']","['Daily Fresh & Go BV', '624 meter']","['KunstKrul', '77 meter']","['Schep Kinderdagverblijf De', '161 meter']","['Montessori Lyceum Amsterdam', '145 meter']","['Terras voor Twee VOF', '69 meter']","['Filmclub Videotheek Cinemagic', '71 meter']","['Leloup A E J M', '359 meter']","['Tutein Nolthenius Tandarts', '66 meter']","['Kenpo Karate Academy', '284 meter']","['Theosofische Bibliotheek', '1,1 kilometer']"
"['Amsterdam Centraal', '1,7 kilometer']","['Total De Pijp', '1,7 kilometer']","['Spar Van Kempen', '125 meter']","['Squla Leuk Leren', '297 meter']","['Dikkie Dik Kinderdagverblijf IJsterk', '242 meter']","['Metis Montessori Lyceum', '867 meter']","['Juicebrothers High45', '139 meter']","['Twin Film', '612 meter']","['BMS', '166 meter']","['Teeth-Time', '46 meter']","['Fitness First Nederland BV', '541 meter']","['Zeemanshoop Koninklijk College', '961 meter']"
"['Amsterdam Centraal', '1,7 kilometer']","['Esso Station FCA', '664 meter']","['Bario Markt', '370 meter']","['Bron Rooms Katholieke Basisschool De', '296 meter']","['Pomydo Kinderdagverblijf', '73 meter']","['Cartesius Lyceum', '207 meter']","['Café Sting The', '352 meter']","['Platebank BV', '265 meter']","['MB Waarnemingen', '139 meter']","['Caraballo', '232 meter']","['Fitness Centrum Leidsegracht BV', '520 meter']","['Bibliotheca Philosophica Hermetica', '774 meter']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '460 meter']","['Shell Station Postjesweg', '971 meter']","['Avondwinkel Uno', '155 meter']","['Daltononderwijs Louis Bouwmeester', '429 meter']","['Sierplein Gastouder', '107 meter']","['Hervormd Lyceum West', '706 meter']","['Rooseboom Café De', '456 meter']","['Sloterplas Cinema Super Videotheek De', '46 meter']","['RLV medical', '905 meter']","['Rustemagic Tandarts D', '150 meter']","['YorBody Fysiofit', '846 meter']","['Praktizijns Sociëteit Bibliotheek', '3,3 kilometer']"
"['Amsterdam Muiderpoort', '972 meter']","['Mobil Station Zeist', '1,9 kilometer']","['Czaar Peter Supermarkt', '821 meter']","['Denken staat vrij', '51 meter']","[""Linda's Kindervreugde"", '472 meter']","['Metis Montessori Lyceum', '231 meter']","['Crea Café BV', '327 meter']","['Twin Film', '260 meter']","['Sieben Holtrop Huisartsen', '516 meter']","['Soffner Tandarts C', '295 meter']","['Care4Fit intermediair in bedrijfsfitness', '528 meter']","['IHLIA LGBT heritage', '1,4 kilometer']"
,,,,,,,,,,,
"['Amsterdam Centraal', '925 meter']","['Texaco Bem BV Selfservice', '916 meter']","['Europa Supermarkt', '179 meter']","['Burght Openbare Basisschool', '495 meter']","['Kindergarden Nederland BV kantoor', '256 meter']","['Nieuwe School Stichting De', '360 meter']","[""Sluisje 't"", '110 meter']","['Weng Joeng Hong', '848 meter']","['Robbers A R & Zwiers R A J Huisartsen', '332 meter']","['Tandartspraktijk Keizersgracht', '242 meter']","['PCH Fitness', '108 meter']","['Bibliotheca Philosophica Hermetica', '420 meter']"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"['Diemen', '2,4 kilometer']","['Texaco Benzinestation', '2,5 kilometer']","['Multi Tokorien IJburg', '382 meter']","['Olympus Openbare Basisschool', '273 meter']","['Hani Kaoutar el', '14 meter']","['ROC Op Maat Zuidoost', '3,7 kilometer']","['Café Blond B.V.', '1,9 kilometer']","['Movie MAX Moviestores', '4,0 kilometer']","['DokterDennis', '165 meter']","['Bonello Tandarts C', '211 meter']","['Life & Kicking', '245 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '4,5 kilometer']"
"['Amsterdam Sloterdijk', '1,0 kilometer']","['Tankstation Haris BV', '830 meter']","['Supermarkt Wiltzanghlaan', '399 meter']","['Narcis-Queridoschool', '305 meter']","['Kinderster De', '154 meter']","['ROC Op Maat West', '843 meter']","['Admiraaltje', '429 meter']","['Tetauni Videotheek', '1,3 kilometer']","['Puts - Kozlewicz huisarts K A', '545 meter']","['Katima Legemate', '460 meter']","['Keijser Fitness De', '151 meter']","['Bibliotheca Philosophica Hermetica', '2,6 kilometer']"
"['Amsterdam Amstel', '1,2 kilometer']","['Mobil Station Zeist', '606 meter']","['Vomar Voordeelmarkt B.V.', '791 meter']","['Katholieke Basisschool Lidwina', '437 meter']","['Kleine Roos-Crèche De', '63 meter']","['Onderwijsstichting Esprit', '682 meter']","[""Elsa's Eetcafé"", '565 meter']","['Movie MAX Moviestores', '1,7 kilometer']","['Gezondheidscentrum Watergraafsmeer SAG', '190 meter']","['AN Tandarts', '228 meter']","['Duofit Fitnesscentrum', '730 meter']","['Theosofische Bibliotheek', '2,0 kilometer']"
"['Amsterdam RAI', '964 meter']","['Europaboulevard Shell Station', '91 meter']","[""David's Corner"", '687 meter']","['Buitenveldertse Montessorischool (BMS)', '678 meter']","[""Granny's Daycare"", '491 meter']","['Joods Bijzonder Onderwijs Stichting JBO', '201 meter']","['Surprise Bar BV', '907 meter']","['Filmclub Buitenveldert', '1,4 kilometer']","['Huisarts Care4U', '332 meter']","['Maragkos Dent', '439 meter']","['Fitness Zuidas', '1,2 kilometer']","['Praktizijns Sociëteit Bibliotheek', '2,0 kilometer']"
"['Amsterdam Muiderpoort', '3,6 kilometer']","['Shell Station Kriterion', '2,3 kilometer']","['Bizim Ufuk Supermarket en Bakkerij (A.I.)', '541 meter']","['Brede School Mgr Bekkers (katholiek)', '443 meter']","['Regenboog BSO De', '519 meter']","['Clusius College', '2,3 kilometer']","['Café IJ-Zicht', '1,1 kilometer']","['Movie Max Goldmovie Videotheek', '3,2 kilometer']","['AtH Huisarts', '275 meter']","['Raya Jameel', '404 meter']","['Temple Fitness World The', '541 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '2,6 kilometer']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '3,6 kilometer']","['Demarol Badhoevedrop', '849 meter']","['Oz Derya BV', '488 meter']","['Horizon Openbare Dalton Basisschool De', '408 meter']","['Voorschool De Brenner', '570 meter']","['Calandlyceum', '1,7 kilometer']","[""Louman's Hoekje Café"", '950 meter']","['Filmclub Videotheek Osdorp', '235 meter']","['Gezondheidscentrum De Vaart SAG', '260 meter']","['Muradin Eric M F Tandarts', '392 meter']","['Friends 4 Life BV Fitnessclub', '930 meter']","['Praktizijns Sociëteit Bibliotheek', '5,9 kilometer']"
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '4,3 kilometer']","['Driesprong Brandstoffen Exploitatie BV', '484 meter']","['Van der Velde & Eveleens VOF', '635 meter']","['Siba al Anwar', '534 meter']","['N. Kappelhof t.h.o.d.n. Gastvrij Zuid-Holland', '10 meter']","['Praktijkcollege Noord', '237 meter']","['Borrelz', '1,9 kilometer']","['Eurocorner', '964 meter']","['Huisartsenpraktijk Orion EKG Lemaire en SN Eijking', '784 meter']","['Schröder Tandartsenpraktijk Reinier', '783 meter']","['Play-Fit', '1,9 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '2,8 kilometer']"
"['Amsterdam Muiderpoort', '453 meter']","['Mobil Station Zeist', '1,9 kilometer']","['Ennassr Superette', '144 meter']","['Waaier Basisschool De', '242 meter']","['Kinderopvang Safari Kids', '115 meter']","['LUCA Praktijkschool', '474 meter']","['Cinar Kardesler Koffiehuis', '131 meter']","['Movie Max Goldmovie Videotheek', '162 meter']","['Staal Huisarts M', '129 meter']","['Tiago Tandarts', '213 meter']","['Akademia Training', '177 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '692 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,7 kilometer']","['Esso Station FCA', '540 meter']","['Prijatelji CV', '355 meter']","['Basisschool St Aloysius', '345 meter']","['Pomydo Kinderdagverblijf', '238 meter']","['Cartesius Lyceum', '60 meter']","[""Mannetje Café 't"", '292 meter']","['Platebank BV', '524 meter']","['Zipper Huisartsenpraktijk', '109 meter']","['Maaskant Tandarts M C', '69 meter']","['Fitness Centrum Leidsegracht BV', '281 meter']","['Bibliotheca Philosophica Hermetica', '579 meter']"
"['Amsterdam Muiderpoort', '1,5 kilometer']","['Total De Pijp', '1,6 kilometer']","['Spar Van Kempen', '417 meter']","['Squla Leuk Leren', '59 meter']","['Kinderdagpaleis Boerhaave', '360 meter']","['Metis Montessori Lyceum (AVO)', '627 meter']","['Roeter Café De', '198 meter']","['Twin Film', '411 meter']","['BMS', '191 meter']","['Achilles van der Laan', '39 meter']","['Care4Fit intermediair in bedrijfsfitness', '365 meter']","['Theosofische Bibliotheek', '959 meter']"
"['Amsterdam Zuid', '1,9 kilometer']","['Hobbemakade Shell Station', '584 meter']","['Superstar Market', '599 meter']","['Schreuder Instituut', '543 meter']","['KDV De Hoogvlieger', '100 meter']","['Montessori Lyceum Amsterdam (mavo)', '107 meter']","['Loetje Café', '50 meter']","['Filmclub Cinemagic', '621 meter']","['Schulte M', '88 meter']","['Bold R vd', '188 meter']","['Urban Wellness Concepts BV', '535 meter']","['Boekmanstichting Bibliotheek', '1,4 kilometer']"
"['Amsterdam Sloterdijk', '4,0 kilometer']","['Driesprong Brandstoffen Exploitatie BV', '219 meter']","['Van der Velde & Eveleens VOF', '818 meter']","['Siba al Anwar', '517 meter']","['N. Kappelhof t.h.o.d.n. Gastvrij Zuid-Holland', '333 meter']","['Praktijkcollege Noord', '552 meter']","['Kadoelen Café Koffiehuis', '2,1 kilometer']","['Eurocorner', '917 meter']","['Huisartsenpraktijk Orion EKG Lemaire en SN Eijking', '689 meter']","['Schröder Tandartsenpraktijk Reinier', '685 meter']","['Play-Fit', '2,1 kilometer']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '3,0 kilometer']"
"['Amsterdam Centraal', '983 meter']","['Texaco Bem BV Selfservice', '1,0 kilometer']","['Europa Supermarkt', '357 meter']","['Burght Openbare Basisschool', '365 meter']","['Kresj Lindengracht Kinderdagverblijf IJsterk', '123 meter']","['Amsterdamsche School De', '534 meter']","['P96 Café', '60 meter']","['Platebank BV', '985 meter']","['Grunsven A van en Hofman X Huisartsen', '209 meter']","['Rhemrev Paro BV', '52 meter']","['Balance4Life', '338 meter']","['Bibliotheca Philosophica Hermetica', '391 meter']"
"['Amsterdam Centraal', '2,5 kilometer']","['Esso Station FCA', '566 meter']","['Imazigen Slager', '428 meter']","['Binnen De Ring Amsterdam West', '129 meter']","['Olevantjes Kinderopvang De', '173 meter']","['Marcanti College', '483 meter']","['Juicebrothers Admiraal de Ruijterweg', '85 meter']","['Super Videotheek De Sloterplas', '349 meter']","['DJV Waarnemingen', '193 meter']","['Tandarts TSA Ottens', '115 meter']","['Mij. Kamala', '560 meter']","['Bibliotheca Philosophica Hermetica', '1,2 kilometer']"
,,,,,,,,,,,
"['Amsterdam Centraal', '4,1 kilometer']","['Total Selfservicestation Kadoelen', '3,3 kilometer']","['Deka Supermarkt', '185 meter']","['Universum Openbare SBO School', '354 meter']","['Sheike Gastouderopvang', '410 meter']","['Bredero Mavo', '1,4 kilometer']","['Foeders', '405 meter']","['Movie MAX Moviestores', '4,0 kilometer']","['Medisch Centrum Spelderholt', '574 meter']","['Elahi Tandartspraktijk', '502 meter']","['Temple Fitness World The', '721 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '3,4 kilometer']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,8 kilometer']","['Esso Station FCA', '511 meter']","['Prijatelji CV', '476 meter']","['Bron Rooms Katholieke Basisschool De', '435 meter']","['Pomydo Kinderdagverblijf', '104 meter']","['Cartesius Lyceum', '110 meter']","['Café Sting The', '407 meter']","['Platebank BV', '387 meter']","['Zipper Huisartsenpraktijk', '226 meter']","['Maaskant Tandarts M C', '109 meter']","['Fitness Centrum Leidsegracht BV', '436 meter']","['Bibliotheca Philosophica Hermetica', '728 meter']"
"['Amsterdam Lelylaan', '2,4 kilometer']","['Texaco Bem BV Selfservice', '939 meter']","['Concy.nl', '259 meter']","['Bredeschool Kinkerbuurt De', '282 meter']","['Natuurfontein Wilhelmina Gasthuisterrein B.V.', '54 meter']","['ABC Het', '708 meter']","['Toog Café De', '120 meter']","['Asian Music Palace', '531 meter']","['Gezondheidscentrum Helmersstraat SAG', '94 meter']","['Tandarts V. Wu', '164 meter']","['Family Gym The', '614 meter']","['Boekmanstichting Bibliotheek', '1,4 kilometer']"
"['Amsterdam Amstel', '941 meter']","['Douwes & Van der Sluis BV', '644 meter']","['Albert Heijn', '757 meter']","['Rivieren OEC Dalton Basisschool De', '284 meter']","['Bartele Kinderdagverblijven', '104 meter']","['Luzac Lyceum Amsterdam', '645 meter']","['River Side Bar', '98 meter']","['Videoland', '1,2 kilometer']","['Groepspraktijk Trompenburg', '223 meter']","['Tandarts B.M.H. van den Berg', '68 meter']","['Yorbody Ladyfit', '71 meter']","['Theosofische Bibliotheek', '1,2 kilometer']"
"['Amsterdam Muiderpoort', '1,5 kilometer']","['Shell Station Kriterion', '2,2 kilometer']","['C 1000 Het IJ', '246 meter']","['Achthoek Basisschool De', '207 meter']","['Bij Opvang De', '152 meter']","['Taalbureau Buijtendorp', '963 meter']","[""Jerry's Eetcafé"", '59 meter']","['Movie MAX Moviestores', '1,2 kilometer']","['Huisartsenpraktijk Oostkaap De', '84 meter']","['Tandartspraktijk Nieuw Amsterdam', '304 meter']","['Personal Best', '341 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '560 meter']"
"['Amsterdam RAI', '927 meter']","['Douwes & Van der Sluis BV', '370 meter']","['Albert Heijn', '260 meter']","['Maas en Waal 15e Montessorischool Van', '118 meter']","['Bloem Kinderdag verblijf', '122 meter']","['Luzac Lyceum Amsterdam', '272 meter']","[""Gat van Zuid Café 't"", '233 meter']","['Filmclub Videotheek Cinemagic', '1,0 kilometer']","['Huob', '175 meter']","['Tandartsenpraktijk J A Smeets', '74 meter']","['Yorbody Ladyfit', '526 meter']","['Theosofische Bibliotheek', '1,1 kilometer']"
"['Amsterdam Centraal', '868 meter']","['Texaco Bem BV Selfservice', '1,4 kilometer']","['Abou Elkhair VOF', '432 meter']","['Thijssen Dependance Openbare Basisschool Theo', '254 meter']","['Gastouder EL Jardin', '170 meter']","['Amsterdamsche School De', '617 meter']","['Papeneiland Café', '16 meter']","['Videoplaza/Video International', '895 meter']","['Zwiers Huisartenpraktijk R A J', '199 meter']","['Qyom Tandartsengroep Amsterdam', '213 meter']","['Balance4Life', '618 meter']","['Bibliotheca Philosophica Hermetica', '789 meter']"
"['Amsterdam Centraal', '1,8 kilometer']","['Texaco Bem BV Selfservice', '1,4 kilometer']","['Organic Food for You VOF', '98 meter']","['Kleine Reus Openbare Basisschool De', '243 meter']","['Baboffel Baby Kinderdagverblijf', '93 meter']","['Luzac College Amsterdam', '147 meter']","['Fles Café Bistro De', '100 meter']","[""Ram's Filmclub"", '1,1 kilometer']","['Huygen M F', '287 meter']","['Omnivor Tandzorg', '318 meter']","['Fit For Free Amsterdam Lijnbaansgracht', '314 meter']","['Zeemanshoop Koninklijk College', '483 meter']"
"['Amsterdam Centraal', '1,4 kilometer']","['Total De Pijp', '2,4 kilometer']","['Spar Van Kempen', '663 meter']","['Denken staat vrij', '534 meter']","['Kleine Plantage Kinderdagverblijf IJsterk', '127 meter']","['Metis Montessori Lyceum', '791 meter']","['Koosje Dochter van Stevens Café', '193 meter']","['Twin Film', '637 meter']","['Huisarts mw B G M Grooff', '170 meter']","['Puntgaaf', '16 meter']","['Fit For Free Amsterdam', '380 meter']","['IHLIA LGBT heritage', '878 meter']"
